stationID,stationName,Latitude,Longitude,01_MINT,C01_MINT,01_MAXT,C01_MAXT,01_PREC,C01_PREC,02_MINT,C02_MINT,02_MAXT,C02_MAXT,02_PREC,C02_PREC,03_MINT,C03_MINT,03_MAXT,C03_MAXT,03_PREC,C03_PREC,04_MINT,C04_MINT,04_MAXT,C04_MAXT,04_PREC,C04_PREC,05_MINT,C05_MINT,05_MAXT,C05_MAXT,05_PREC,C05_PREC,06_MINT,C06_MINT,06_MAXT,C06_MAXT,06_PREC,C06_PREC,07_MINT,C07_MINT,07_MAXT,C07_MAXT,07_PREC,C07_PREC,08_MINT,C08_MINT,08_MAXT,C08_MAXT,08_PREC,C08_PREC,09_MINT,C09_MINT,09_MAXT,C09_MAXT,09_PREC,C09_PREC,10_MINT,C10_MINT,10_MAXT,C10_MAXT,10_PREC,C10_PREC,11_MINT,C11_MINT,11_MAXT,C11_MAXT,11_PREC,C11_PREC,12_MINT,C12_MINT,12_MAXT,C12_MAXT,12_PREC,C12_PREC,1972_MINT,CYR_MINT,1972_MAXT,CYR_MAXT,1972_PREC,CYR_PREC,
IA0608,BELLEVUE-L-AND-D-12,42.27,-90.42,9.0,10.1,28.0,27.9,0.34,1.18,10.0,15.3,30.0,33.7,0.67,1.21,24.0,25.4,42.0,44.2,1.59,2.21,35.0,37.5,55.0,59.3,5.12,3.3,50.0,48.4,74.0,71.3,5.57,3.65,55.0,57.8,80.0,80.4,2.0,4.35,61.0,62.3,82.0,84.2,7.31,3.51,64.0,60.4,82.0,82.2,5.54,4.11,56.0,51.6,74.0,74.5,5.21,3.68,41.0,40.6,59.0,63.2,4.08,2.64,31.0,28.7,42.0,46.7,1.64,2.36,14.0,17.0,30.0,33.0,2.24,1.57,37.6,38.0,56.4,58.4,41.31,33.77,
IA0753,BLOOMFIELD,40.75,-92.43,11.0,13.4,32.0,32.2,0.49,1.2,14.0,18.9,36.0,38.4,0.71,1.24,27.0,28.2,51.0,49.2,2.27,2.39,39.0,40.6,63.0,63.5,5.09,3.55,53.0,51.1,74.0,73.8,3.96,4.42,58.0,60.3,82.0,82.6,2.21,4.54,64.0,64.6,86.0,87.1,3.59,4.39,63.0,62.2,84.0,85.2,3.83,4.36,56.0,53.6,79.0,77.4,2.99,3.95,40.0,42.8,63.0,66.5,1.63,2.88,29.0,30.5,44.0,50.4,3.41,2.08,14.0,19.3,31.0,36.9,1.58,1.39,39.1,40.5,60.5,62.0,31.76,36.39,
IA0923,BRITT,43.07,-93.8,1.0,5.3,20.0,23.8,0.5,0.92,6.0,11.7,24.0,30.1,1.44,0.9,24.0,22.7,42.0,41.0,0.53,1.76,35.0,36.0,55.0,58.1,2.34,2.85,51.0,48.0,73.0,71.5,4.13,3.73,57.0,58.0,80.0,80.8,5.6,4.56,61.0,61.7,80.0,83.5,5.86,4.12,61.0,59.3,80.0,81.4,2.98,3.53,51.0,50.1,71.0,73.8,4.66,2.87,37.0,39.1,58.0,62.2,4.33,1.88,28.0,25.4,39.0,43.4,1.15,1.54,5.0,12.0,22.0,28.8,1.53,1.04,34.9,35.8,53.8,56.6,35.05,29.68,
IA1233,CARROLL-2-SSW,42.07,-94.85,5.0,8.2,25.0,27.3,0.52,0.8,5.0,14.1,28.0,33.7,0.9,0.92,25.0,23.7,47.0,44.6,0.8,2.17,35.0,36.1,62.0,61.1,5.88,3.16,50.0,48.1,74.0,72.9,4.33,4.21,55.0,57.6,84.0,81.9,5.65,4.92,59.0,62.0,85.0,85.8,3.76,4.04,59.0,59.6,83.0,83.7,2.14,3.64,50.0,49.9,75.0,75.6,6.37,3.15,35.0,38.8,60.0,63.8,3.71,2.21,26.0,25.6,41.0,45.8,2.88,1.49,8.0,14.0,26.0,32.2,1.27,0.9,34.5,36.5,57.5,59.1,38.21,31.59,
IA1257,CASCADE,42.3,-91.02,6.0,7.7,25.0,26.5,0.26,1.18,7.0,13.6,29.0,32.7,0.75,1.16,23.0,24.4,42.0,43.8,2.08,2.16,34.0,36.4,55.0,59.2,5.28,3.21,49.0,47.8,73.0,71.4,4.17,3.76,54.0,57.1,80.0,80.5,2.45,4.6,60.0,61.2,81.0,84.3,4.03,3.48,62.0,58.9,82.0,82.3,8.76,4.2,53.0,49.6,75.0,74.1,5.47,3.53,38.0,38.3,57.0,62.7,2.93,2.44,28.0,26.7,40.0,45.6,1.85,2.19,11.0,14.6,27.0,31.9,1.83,1.49,35.5,36.4,55.7,58.0,39.86,33.4,
IA1277,CASTANA-EXP-FARM,42.07,-95.82,8.0,9.9,27.0,28.8,0.53,0.63,10.0,16.1,30.0,35.4,0.41,0.77,26.0,25.2,49.0,45.9,1.07,2.02,36.0,37.8,61.0,61.7,4.07,3.03,50.0,49.4,72.0,72.6,5.38,4.25,58.0,58.8,83.0,81.4,1.73,4.71,61.0,63.5,82.0,85.1,6.47,3.9,61.0,61.6,82.0,83.2,3.31,3.69,52.0,52.3,74.0,75.4,5.37,3.12,38.0,41.1,60.0,64.5,2.91,2.23,29.0,27.3,40.0,46.5,2.49,1.34,10.0,15.5,26.0,33.3,1.63,0.77,36.6,38.3,57.2,59.5,35.37,30.44,
IA1319,CEDAR-RAPIDS-1,42.03,-91.58,9.0,11.0,28.0,28.2,0.42,1.14,9.0,16.7,29.0,34.7,0.88,1.12,24.0,26.5,45.0,45.8,1.75,2.21,36.0,38.8,58.0,61.6,5.32,3.53,50.0,50.0,74.0,72.9,5.03,4.54,56.0,59.4,81.0,81.5,3.34,4.85,62.0,63.7,83.0,85.2,8.15,4.42,63.0,61.6,83.0,83.1,5.88,4.28,55.0,52.8,77.0,75.4,3.37,3.82,40.0,42.1,59.0,64.2,2.79,2.62,29.0,29.3,42.0,47.1,2.39,2.15,12.0,17.3,28.0,33.1,1.89,1.46,37.2,39.2,57.3,59.5,41.21,36.13,
IA1354,CENTERVILLE,40.72,-92.87,13.0,13.6,31.0,31.7,0.6,1.0,15.0,19.1,36.0,38.1,0.96,1.01,29.0,28.5,50.0,48.7,1.83,2.37,40.0,40.7,63.0,63.1,3.36,3.46,53.0,51.4,74.0,73.3,4.56,4.14,60.0,60.7,83.0,82.0,3.41,4.34,65.0,65.4,86.0,86.7,3.62,4.43,64.0,63.1,84.0,84.7,5.8,3.95,58.0,54.4,77.0,76.7,4.21,3.69,43.0,43.5,62.0,65.7,1.49,2.74,31.0,30.8,42.0,49.8,2.48,1.85,16.0,19.3,31.0,36.3,1.09,1.2,40.6,40.9,59.8,61.4,33.41,34.19,
IA1394,CHARITON,41.0,-93.32,10.0,11.1,32.0,31.4,0.36,0.94,13.0,16.8,36.0,38.0,0.48,1.18,27.0,26.5,52.0,48.6,1.11,2.29,37.0,38.5,63.0,63.1,3.26,3.56,50.0,49.0,74.0,73.3,5.14,4.42,56.0,58.4,84.0,82.0,2.23,4.79,62.0,63.1,85.0,86.8,6.46,4.36,62.0,60.8,85.0,85.0,4.04,3.88,56.0,51.8,78.0,77.2,8.13,4.33,39.0,40.5,63.0,66.4,1.26,2.71,30.0,28.4,43.0,49.7,2.72,2.01,13.0,17.2,30.0,36.2,1.33,1.12,37.9,38.6,60.5,61.5,36.52,35.59,
IA1402,CHARLES-CITY,43.05,-92.67,1.0,6.4,21.0,24.5,0.37,0.88,7.0,12.6,25.0,30.9,0.66,0.9,23.0,23.4,40.0,42.0,1.98,2.06,34.0,36.6,55.0,59.0,2.31,3.41,50.0,48.1,73.0,71.7,3.43,4.19,55.0,57.4,80.0,80.7,2.75,4.86,61.0,61.4,81.0,84.0,6.04,4.45,62.0,59.3,82.0,82.2,2.64,4.2,52.0,50.2,73.0,74.2,11.77,3.44,37.0,39.4,57.0,62.5,4.44,2.32,28.0,26.2,39.0,43.8,1.63,1.74,8.0,13.3,23.0,29.3,1.69,1.07,34.9,36.3,54.3,57.1,39.71,33.52,
IA1442,CHEROKEE,42.75,-95.53,-1.0,4.9,24.0,26.1,0.2,0.57,-1.0,11.1,25.0,32.5,0.76,0.72,22.0,22.3,43.0,42.9,0.98,1.68,34.0,35.1,55.0,59.6,3.32,2.62,49.0,46.8,71.0,72.0,3.97,3.88,55.0,56.8,80.0,81.0,1.37,4.61,58.0,61.4,82.0,85.1,4.47,3.82,59.0,58.9,82.0,83.1,2.94,3.62,47.0,48.5,73.0,74.8,4.31,3.05,31.0,36.6,58.0,63.4,2.29,1.84,25.0,23.8,40.0,45.1,1.45,1.34,4.0,11.3,25.0,31.1,1.56,0.75,32.0,34.8,54.9,58.1,27.62,28.5,
IA1533,CLARINDA,40.72,-95.03,11.0,11.9,32.0,31.8,0.37,0.87,14.0,17.5,40.0,38.3,0.38,1.13,28.0,27.0,54.0,49.1,1.23,2.28,38.0,39.1,64.0,63.5,3.6,3.23,50.0,50.5,75.0,74.1,4.16,4.68,59.0,59.9,86.0,83.0,3.68,4.91,63.0,64.5,85.0,87.2,6.86,4.9,62.0,62.0,85.0,85.2,3.19,4.21,55.0,52.5,78.0,77.3,4.98,3.94,39.0,41.2,62.0,66.1,4.22,2.49,29.0,28.4,44.0,49.3,4.04,1.95,13.0,17.3,31.0,36.3,2.12,1.03,38.5,39.4,61.3,61.8,38.83,35.61,
IA1541,CLARION,42.73,-93.75,2.0,5.1,21.0,23.9,0.0,0.73,5.0,11.5,25.0,30.2,1.4,0.83,24.0,22.6,42.0,41.1,0.92,1.94,35.0,35.5,56.0,58.1,2.18,2.99,49.0,47.6,73.0,71.3,3.75,4.12,55.0,57.4,81.0,80.4,4.65,4.95,60.0,61.5,81.0,83.6,4.43,4.34,60.0,58.9,81.0,81.2,4.25,3.87,51.0,49.3,74.0,73.8,5.52,3.1,36.0,38.0,58.0,62.2,4.58,2.23,28.0,24.9,40.0,43.8,1.29,1.64,6.0,11.7,23.0,29.2,1.02,1.02,34.4,35.4,54.8,56.6,33.99,31.76,
IA1635,CLINTON-1,41.8,-90.27,10.0,12.1,29.0,28.9,0.83,1.5,12.0,17.6,31.0,35.0,1.06,1.38,25.0,27.6,46.0,46.5,3.19,2.45,36.0,39.6,59.0,61.9,6.45,3.36,51.0,50.6,76.0,73.2,4.07,3.94,56.0,59.9,82.0,81.8,4.28,4.37,63.0,64.1,84.0,85.1,4.69,3.74,64.0,62.0,83.0,83.1,6.96,4.45,56.0,53.3,77.0,75.8,4.22,3.34,41.0,42.3,60.0,64.5,3.61,2.74,31.0,30.2,42.0,47.9,2.16,2.27,15.0,18.5,30.0,34.0,1.95,1.91,38.6,39.9,58.3,59.9,43.47,35.45,
IA1731,COLUMBUS-JCT-2-SSW,41.25,-91.37,10.0,12.4,31.0,30.3,0.82,1.26,12.0,18.4,33.0,36.4,0.93,1.31,26.0,27.9,50.0,47.8,1.1,2.55,38.0,40.2,62.0,63.1,4.48,3.75,51.0,50.7,76.0,74.0,4.51,4.57,57.0,59.9,83.0,82.6,5.32,4.32,63.0,64.0,87.0,86.5,3.89,4.37,62.0,61.8,86.0,84.5,4.13,4.13,55.0,53.3,80.0,77.2,2.46,3.91,39.0,42.4,64.0,66.0,4.01,3.1,29.0,30.3,44.0,49.3,2.7,2.31,14.0,18.7,32.0,35.3,1.78,1.77,38.1,40.1,60.6,61.1,36.13,37.36,
IA1833,CORNING,41.0,-94.75,8.0,10.2,30.0,30.5,0.2,0.79,9.0,15.5,37.0,36.8,0.28,0.99,25.0,25.2,50.0,47.2,0.29,2.16,37.0,37.6,60.0,61.6,3.42,3.21,49.0,49.0,72.0,72.2,5.87,4.45,56.0,58.4,83.0,81.2,2.55,4.55,61.0,63.2,85.0,86.1,7.4,4.27,60.0,60.9,84.0,84.1,2.81,4.26,53.0,51.4,78.0,76.3,12.81,4.13,35.0,40.1,62.0,65.2,3.88,2.33,28.0,27.2,43.0,48.7,4.6,1.8,11.0,15.9,29.0,35.4,1.77,1.02,36.1,37.9,59.6,60.5,45.88,33.96,
IA1954,CRESCO-1-NE,43.38,-92.1,-3.0,4.0,18.0,22.0,0.56,0.93,3.0,9.9,22.0,28.2,0.61,0.84,19.0,21.1,36.0,39.3,2.44,2.13,33.0,34.6,49.0,56.0,2.24,3.28,50.0,46.2,70.0,68.9,4.1,3.96,54.0,55.9,76.0,77.9,1.54,4.67,60.0,59.9,77.0,81.8,13.69,4.45,61.0,57.8,78.0,79.7,3.89,4.68,50.0,48.4,69.0,71.2,8.28,3.78,35.0,37.4,53.0,59.5,4.01,2.35,26.0,24.4,37.0,41.9,1.58,1.99,6.0,11.1,22.0,27.4,1.8,1.15,32.9,34.3,50.7,54.6,44.74,34.19,
IA2110,DECORAH-2-N,43.32,-91.78,0.0,6.1,20.0,24.6,0.48,0.82,6.0,11.9,24.0,30.9,0.58,0.93,20.0,22.8,38.0,42.2,2.03,1.87,34.0,36.0,52.0,58.7,1.66,3.47,51.0,47.4,72.0,71.0,3.3,3.9,54.0,56.6,78.0,79.7,2.26,4.63,60.0,61.0,78.0,83.5,7.17,4.38,62.0,59.1,80.0,81.6,5.6,4.15,52.0,50.0,70.0,73.3,11.21,3.43,38.0,39.3,54.0,61.8,3.55,2.2,28.0,26.3,38.0,43.9,0.64,1.83,7.0,13.3,23.0,29.8,1.63,1.05,34.3,35.9,52.4,56.8,40.11,32.66,
IA2171,DENISON,42.03,-95.33,7.0,9.3,26.0,27.7,0.79,0.71,8.0,15.3,29.0,34.0,0.7,0.86,26.0,24.8,47.0,44.5,1.12,1.92,37.0,37.5,59.0,60.2,2.73,2.87,51.0,49.5,72.0,71.6,4.09,4.17,58.0,59.1,82.0,80.5,3.15,4.81,62.0,63.6,81.0,84.4,5.01,3.6,62.0,61.5,81.0,82.2,2.4,3.67,53.0,52.1,74.0,74.6,10.41,3.28,38.0,40.9,58.0,63.2,2.75,2.13,28.0,27.0,40.0,45.6,2.31,1.34,9.0,15.1,26.0,32.4,1.6,0.89,36.7,38.0,56.3,58.5,37.06,30.25,
IA2364,DUBUQUE-LOCK-AND-DAM,42.53,-90.65,8.0,10.7,26.0,27.3,0.66,1.11,11.0,15.9,28.0,33.0,0.43,1.03,25.0,26.5,41.0,43.6,1.84,2.03,37.0,39.7,55.0,59.0,3.89,3.3,54.0,51.4,75.0,71.3,3.21,3.73,58.0,60.9,79.0,80.2,2.03,4.24,65.0,65.4,82.0,84.0,8.92,3.85,66.0,63.6,82.0,82.0,9.37,3.97,57.0,54.9,75.0,73.9,9.83,3.57,43.0,44.1,57.0,62.5,3.24,2.41,32.0,30.9,41.0,45.9,1.23,2.05,14.0,17.9,29.0,32.3,1.74,1.38,39.2,40.2,55.9,58.0,46.39,32.69,
IA2689,EMMETSBURG,43.1,-94.68,2.0,6.2,22.0,24.6,0.34,0.77,4.0,12.5,24.0,30.9,0.41,0.9,23.0,23.1,43.0,41.6,1.06,2.07,33.0,36.2,55.0,59.0,3.63,2.93,50.0,48.2,72.0,72.0,3.72,3.81,57.0,57.9,80.0,81.0,4.73,4.67,60.0,62.2,79.0,84.2,5.14,4.04,61.0,59.7,80.0,81.9,2.74,3.97,50.0,50.2,72.0,74.1,3.98,2.78,36.0,38.8,57.0,62.5,2.28,2.06,28.0,25.2,39.0,43.5,0.0,1.49,8.0,12.6,24.0,29.4,0.0,0.92,34.5,36.1,53.9,57.1,28.03,30.4,
IA2724,ESTHERVILLE-2-N,43.42,-94.83,-1.0,4.1,20.0,23.1,0.63,0.65,2.0,10.3,23.0,29.2,0.59,0.74,20.0,21.0,39.0,39.6,0.91,1.57,32.0,34.4,52.0,56.7,2.66,2.94,49.0,46.7,70.0,70.4,3.47,3.74,55.0,56.8,79.0,79.5,1.98,4.71,59.0,60.9,79.0,83.1,6.63,3.6,59.0,58.4,79.0,80.8,1.69,3.59,47.0,48.5,71.0,72.8,3.08,2.95,33.0,37.0,55.0,61.2,3.09,1.86,27.0,24.0,38.0,42.7,1.69,1.34,3.0,10.8,21.0,28.0,1.77,0.7,32.3,34.5,52.2,55.7,28.19,28.38,
IA2789,FAIRFIELD,41.03,-91.95,10.0,13.1,29.0,30.8,0.67,1.26,12.0,18.9,33.0,37.0,0.62,1.26,27.0,28.2,48.0,48.1,1.86,2.41,38.0,40.6,60.0,63.2,4.19,3.48,52.0,51.4,75.0,74.1,3.32,4.36,58.0,60.7,82.0,83.2,4.19,3.94,64.0,65.1,85.0,87.3,2.83,4.65,64.0,62.8,84.0,85.0,3.78,4.08,56.0,54.2,77.0,77.1,2.97,3.71,40.0,43.3,60.0,65.6,1.83,2.84,30.0,30.9,42.0,49.2,2.99,2.16,14.0,19.3,29.0,35.6,1.61,1.62,38.7,40.8,58.6,61.4,30.86,35.77,
IA2864,FAYETTE,42.83,-91.8,2.0,5.7,22.0,24.5,0.28,1.03,4.0,11.4,26.0,30.8,0.94,1.07,21.0,22.2,40.0,42.1,1.9,2.16,33.0,34.8,55.0,58.4,3.2,3.46,48.0,46.4,73.0,70.6,5.05,4.3,53.0,55.9,80.0,79.3,2.71,4.67,59.0,60.2,81.0,83.0,6.46,4.42,61.0,58.1,81.0,81.1,4.18,4.31,51.0,48.8,73.0,73.0,6.09,3.42,36.0,37.8,56.0,61.6,4.04,2.5,27.0,25.2,39.0,43.7,1.09,2.04,7.0,12.6,24.0,29.6,1.73,1.29,33.6,35.0,54.2,56.5,37.67,34.66,
IA2977,FOREST-CITY,43.28,-93.63,0.0,4.7,19.0,23.0,0.47,0.9,5.0,11.3,24.0,29.4,0.46,0.81,22.0,22.2,41.0,40.5,0.98,1.87,34.0,35.6,54.0,57.5,1.48,2.9,50.0,47.8,72.0,70.8,3.98,3.9,56.0,57.3,80.0,79.9,4.31,4.58,60.0,61.6,80.0,83.1,7.43,4.08,61.0,59.2,82.0,81.1,1.88,4.31,51.0,49.8,72.0,72.8,7.34,2.69,37.0,38.6,57.0,61.4,3.47,1.96,27.0,24.7,38.0,42.4,0.93,1.4,6.0,11.7,21.0,28.2,1.65,0.98,34.2,35.4,53.4,55.9,34.38,30.38,
IA2999,FORT-DODGE,42.5,-94.2,5.0,7.4,24.0,26.0,0.93,0.88,7.0,13.5,27.0,32.6,0.98,0.95,25.0,23.9,44.0,43.4,0.94,2.19,36.0,36.7,57.0,59.8,2.8,3.29,51.0,48.5,73.0,72.3,6.15,4.16,57.0,58.2,81.0,81.5,2.72,5.09,61.0,62.6,82.0,84.9,5.69,4.36,61.0,60.2,81.0,82.6,8.31,4.26,51.0,50.6,75.0,74.9,3.86,3.3,37.0,39.5,58.0,63.2,3.43,2.21,28.0,26.2,40.0,45.3,1.93,1.64,9.0,13.8,24.0,31.1,1.61,1.04,35.8,36.8,55.5,58.2,39.35,33.38,
IA3007,FORT-MADISON,40.61,-91.33,10.0,14.5,34.0,32.5,0.56,1.29,16.0,20.0,35.0,37.9,0.27,1.45,29.0,29.7,49.0,48.6,2.48,2.52,41.0,41.8,63.0,63.1,4.09,3.36,52.0,52.5,75.0,73.3,1.96,4.11,58.0,61.9,81.0,82.1,5.64,4.13,64.0,66.6,85.0,86.6,3.62,4.17,58.0,64.3,84.0,84.6,2.77,3.53,55.0,55.6,80.0,77.5,5.71,3.92,37.0,44.2,62.0,66.2,2.28,2.91,26.0,32.2,44.0,50.6,2.79,2.32,12.0,20.7,34.0,37.2,2.52,1.85,38.2,42.1,60.6,61.7,34.69,35.57,
IA3290,GLENWOOD,41.0,-95.77,12.0,11.6,32.0,32.0,0.39,0.7,15.0,17.4,39.0,38.8,0.38,0.89,31.0,27.3,56.0,49.6,0.55,2.0,38.0,39.3,66.0,64.3,5.55,3.16,51.0,50.7,75.0,74.9,5.61,4.72,59.0,60.3,87.0,83.8,1.32,4.77,64.0,64.8,86.0,87.8,3.65,4.12,63.0,62.6,86.0,85.8,2.86,4.05,55.0,52.9,79.0,78.2,5.62,3.46,39.0,41.1,64.0,67.4,4.12,2.08,31.0,28.4,44.0,49.9,2.83,1.48,14.0,17.3,31.0,36.6,1.76,0.95,39.5,39.5,62.1,62.5,34.64,32.37,
