stationID,stationName,Latitude,Longitude,01_MINT,C01_MINT,01_MAXT,C01_MAXT,01_PREC,C01_PREC,02_MINT,C02_MINT,02_MAXT,C02_MAXT,02_PREC,C02_PREC,03_MINT,C03_MINT,03_MAXT,C03_MAXT,03_PREC,C03_PREC,04_MINT,C04_MINT,04_MAXT,C04_MAXT,04_PREC,C04_PREC,05_MINT,C05_MINT,05_MAXT,C05_MAXT,05_PREC,C05_PREC,06_MINT,C06_MINT,06_MAXT,C06_MAXT,06_PREC,C06_PREC,07_MINT,C07_MINT,07_MAXT,C07_MAXT,07_PREC,C07_PREC,08_MINT,C08_MINT,08_MAXT,C08_MAXT,08_PREC,C08_PREC,09_MINT,C09_MINT,09_MAXT,C09_MAXT,09_PREC,C09_PREC,10_MINT,C10_MINT,10_MAXT,C10_MAXT,10_PREC,C10_PREC,11_MINT,C11_MINT,11_MAXT,C11_MAXT,11_PREC,C11_PREC,12_MINT,C12_MINT,12_MAXT,C12_MAXT,12_PREC,C12_PREC,1971_MINT,CYR_MINT,1971_MAXT,CYR_MAXT,1971_PREC,CYR_PREC,
IA0608,BELLEVUE-L-AND-D-12,42.27,-90.42,5.0,10.1,25.0,27.9,1.38,1.18,15.0,15.3,31.0,33.7,3.01,1.21,24.0,25.4,41.0,44.2,1.05,2.21,36.0,37.5,62.0,59.3,1.89,3.3,44.0,48.4,70.0,71.3,1.64,3.65,63.0,57.8,85.0,80.4,3.83,4.35,60.0,62.3,80.0,84.2,2.63,3.51,58.0,60.4,83.0,82.2,2.21,4.11,55.0,51.6,78.0,74.5,2.8,3.68,49.0,40.6,70.0,63.2,1.92,2.64,31.0,28.7,47.0,46.7,3.46,2.36,24.0,17.0,37.0,33.0,4.27,1.57,38.8,38.0,59.3,58.4,30.09,33.77,
IA0753,BLOOMFIELD,40.75,-92.43,7.0,13.4,28.0,32.2,0.98,1.2,16.0,18.9,33.0,38.4,1.46,1.24,27.0,28.2,46.0,49.2,0.98,2.39,41.0,40.6,67.0,63.5,1.68,3.55,48.0,51.1,71.0,73.8,2.5,4.42,65.0,60.3,89.0,82.6,1.04,4.54,60.0,64.6,84.0,87.1,4.28,4.39,60.0,62.2,85.0,85.2,2.88,4.36,57.0,53.6,80.0,77.4,3.64,3.95,50.0,42.8,72.0,66.5,2.93,2.88,33.0,30.5,51.0,50.4,2.62,2.08,25.0,19.3,39.0,36.9,5.33,1.39,40.9,40.5,62.3,62.0,30.32,36.39,
IA0923,BRITT,43.07,-93.8,0.0,5.3,18.0,23.8,0.99,0.92,11.0,11.7,26.0,30.1,2.62,0.9,22.0,22.7,37.0,41.0,0.0,1.76,36.0,36.0,62.0,58.1,1.17,2.85,45.0,48.0,70.0,71.5,2.11,3.73,63.0,58.0,86.0,80.8,4.23,4.56,58.0,61.7,81.0,83.5,2.19,4.12,57.0,59.3,82.0,81.4,0.89,3.53,53.0,50.1,76.0,73.8,2.15,2.87,46.0,39.1,66.0,62.2,4.22,1.88,29.0,25.4,43.0,43.4,4.01,1.54,14.0,12.0,30.0,28.8,1.23,1.04,36.3,35.8,56.5,56.6,25.81,29.68,
IA1233,CARROLL-2-SSW,42.07,-94.85,4.0,8.2,23.0,27.3,0.9,0.8,13.0,14.1,30.0,33.7,2.53,0.92,24.0,23.7,41.0,44.6,1.1,2.17,36.0,36.1,64.0,61.1,1.42,3.16,43.0,48.1,71.0,72.9,4.69,4.21,60.0,57.6,89.0,81.9,4.03,4.92,54.0,62.0,84.0,85.8,1.74,4.04,54.0,59.6,86.0,83.7,0.44,3.64,50.0,49.9,81.0,75.6,1.24,3.15,44.0,38.8,68.0,63.8,4.72,2.21,29.0,25.6,47.0,45.8,2.8,1.49,19.0,14.0,33.0,32.2,0.83,0.9,36.0,36.5,60.0,59.1,26.44,31.59,
IA1257,CASCADE,42.3,-91.02,3.0,7.7,23.0,26.5,1.6,1.18,13.0,13.6,29.0,32.7,3.02,1.16,23.0,24.4,40.0,43.8,1.68,2.16,34.0,36.4,63.0,59.2,1.32,3.21,43.0,47.8,70.0,71.4,3.36,3.76,62.0,57.1,86.0,80.5,8.38,4.6,58.0,61.2,81.0,84.3,3.1,3.48,55.0,58.9,83.0,82.3,0.81,4.2,54.0,49.6,78.0,74.1,4.52,3.53,47.0,38.3,69.0,62.7,2.47,2.44,29.0,26.7,46.0,45.6,4.07,2.19,21.0,14.6,36.0,31.9,3.83,1.49,36.8,36.4,58.7,58.0,38.16,33.4,
IA1277,CASTANA-EXP-FARM,42.07,-95.82,6.0,9.9,24.0,28.8,0.32,0.63,14.0,16.1,31.0,35.4,2.48,0.77,24.0,25.2,42.0,45.9,0.34,2.02,38.0,37.8,64.0,61.7,0.94,3.03,46.0,49.4,70.0,72.6,3.67,4.25,63.0,58.8,86.0,81.4,2.46,4.71,59.0,63.5,83.0,85.1,2.56,3.9,60.0,61.6,84.0,83.2,1.71,3.69,52.0,52.3,79.0,75.4,2.21,3.12,45.0,41.1,68.0,64.5,4.39,2.23,29.0,27.3,47.0,46.5,1.31,1.34,17.0,15.5,33.0,33.3,0.65,0.77,38.0,38.3,59.5,59.5,23.04,30.44,
IA1319,CEDAR-RAPIDS-1,42.03,-91.58,4.0,11.0,24.0,28.2,1.87,1.14,15.0,16.7,31.0,34.7,2.52,1.12,24.0,26.5,42.0,45.8,0.83,2.21,37.0,38.8,65.0,61.6,1.72,3.53,44.0,50.0,71.0,72.9,2.46,4.54,63.0,59.4,88.0,81.5,6.39,4.85,59.0,63.7,82.0,85.2,11.59,4.42,57.0,61.6,85.0,83.1,0.71,4.28,55.0,52.8,79.0,75.4,3.28,3.82,49.0,42.1,71.0,64.2,2.09,2.62,30.0,29.3,48.0,47.1,3.47,2.15,22.0,17.3,37.0,33.1,3.35,1.46,38.5,39.2,60.3,59.5,40.28,36.13,
IA1354,CENTERVILLE,40.72,-92.87,10.0,13.6,27.0,31.7,0.65,1.0,18.0,19.1,33.0,38.1,0.0,1.01,29.0,28.5,44.0,48.7,0.0,2.37,40.0,40.7,66.0,63.1,0.0,3.46,50.0,51.4,70.0,73.3,0.91,4.14,67.0,60.7,88.0,82.0,1.18,4.34,62.0,65.4,84.0,86.7,2.52,4.43,62.0,63.1,86.0,84.7,1.06,3.95,60.0,54.4,81.0,76.7,3.99,3.69,50.0,43.5,72.0,65.7,3.52,2.74,33.0,30.8,51.0,49.8,2.87,1.85,26.0,19.3,38.0,36.3,3.31,1.2,42.3,40.9,61.7,61.4,20.01,34.19,
IA1394,CHARITON,41.0,-93.32,6.0,11.1,28.0,31.4,0.92,0.94,15.0,16.8,32.0,38.0,1.6,1.18,25.0,26.5,47.0,48.6,0.3,2.29,37.0,38.5,68.0,63.1,1.5,3.56,44.0,49.0,72.0,73.3,2.83,4.42,63.0,58.4,89.0,82.0,2.35,4.79,59.0,63.1,85.0,86.8,2.33,4.36,56.0,60.8,86.0,85.0,0.81,3.88,54.0,51.8,82.0,77.2,4.23,4.33,46.0,40.5,73.0,66.4,3.61,2.71,32.0,28.4,51.0,49.7,3.76,2.01,25.0,17.2,38.0,36.2,1.95,1.12,38.7,38.6,62.7,61.5,26.19,35.59,
IA1402,CHARLES-CITY,43.05,-92.67,-1.0,6.4,19.0,24.5,1.52,0.88,10.0,12.6,26.0,30.9,2.84,0.9,21.0,23.4,37.0,42.0,1.81,2.06,35.0,36.6,62.0,59.0,1.07,3.41,43.0,48.1,69.0,71.7,3.8,4.19,62.0,57.4,86.0,80.7,7.06,4.86,58.0,61.4,81.0,84.0,2.24,4.45,57.0,59.3,84.0,82.2,0.88,4.2,53.0,50.2,77.0,74.2,2.76,3.44,46.0,39.4,67.0,62.5,3.52,2.32,29.0,26.2,44.0,43.8,3.95,1.74,16.0,13.3,31.0,29.3,1.14,1.07,35.9,36.3,57.0,57.1,32.59,33.52,
IA1442,CHEROKEE,42.75,-95.53,1.0,4.9,22.0,26.1,0.08,0.57,9.0,11.1,29.0,32.5,2.46,0.72,21.0,22.3,39.0,42.9,0.62,1.68,35.0,35.1,63.0,59.6,0.82,2.62,43.0,46.8,70.0,72.0,2.23,3.88,61.0,56.8,85.0,81.0,7.21,4.61,58.0,61.4,81.0,85.1,2.96,3.82,55.0,58.9,84.0,83.1,0.66,3.62,46.0,48.5,76.0,74.8,1.04,3.05,42.0,36.6,66.0,63.4,3.8,1.84,24.0,23.8,46.0,45.1,1.82,1.34,13.0,11.3,30.0,31.1,0.47,0.75,34.0,34.8,57.6,58.1,24.17,28.5,
IA1533,CLARINDA,40.72,-95.03,8.0,11.9,28.0,31.8,1.88,0.87,15.0,17.5,32.0,38.3,2.07,1.13,26.0,27.0,47.0,49.1,0.57,2.28,41.0,39.1,68.0,63.5,1.72,3.23,47.0,50.5,72.0,74.1,7.4,4.68,64.0,59.9,89.0,83.0,2.48,4.91,60.0,64.5,86.0,87.2,3.03,4.9,60.0,62.0,86.0,85.2,6.51,4.21,53.0,52.5,81.0,77.3,2.21,3.94,46.0,41.2,70.0,66.1,4.12,2.49,30.0,28.4,50.0,49.3,4.34,1.95,23.0,17.3,37.0,36.3,0.98,1.03,39.6,39.4,62.2,61.8,37.31,35.61,
IA1541,CLARION,42.73,-93.75,1.0,5.1,19.0,23.9,0.0,0.73,10.0,11.5,27.0,30.2,3.55,0.83,23.0,22.6,38.0,41.1,1.6,1.94,35.0,35.5,63.0,58.1,1.13,2.99,43.0,47.6,71.0,71.3,2.75,4.12,62.0,57.4,87.0,80.4,6.86,4.95,57.0,61.5,81.0,83.6,4.51,4.34,56.0,58.9,82.0,81.2,0.59,3.87,51.0,49.3,78.0,73.8,2.47,3.1,45.0,38.0,67.0,62.2,4.84,2.23,29.0,24.9,45.0,43.8,3.2,1.64,14.0,11.7,31.0,29.2,1.49,1.02,35.6,35.4,57.4,56.6,32.99,31.76,
IA1635,CLINTON-1,41.8,-90.27,6.0,12.1,26.0,28.9,1.81,1.5,18.0,17.6,33.0,35.0,2.81,1.38,26.0,27.6,43.0,46.5,1.44,2.45,37.0,39.6,65.0,61.9,2.47,3.36,45.0,50.6,72.0,73.2,2.1,3.94,65.0,59.9,88.0,81.8,5.74,4.37,61.0,64.1,82.0,85.1,2.6,3.74,59.0,62.0,84.0,83.1,1.04,4.45,57.0,53.3,80.0,75.8,3.47,3.34,50.0,42.3,72.0,64.5,1.99,2.74,31.0,30.2,49.0,47.9,2.57,2.27,25.0,18.5,39.0,34.0,4.36,1.91,40.0,39.9,61.2,59.9,32.4,35.45,
IA1731,COLUMBUS-JCT-2-SSW,41.25,-91.37,6.0,12.4,27.0,30.3,1.55,1.26,19.0,18.4,34.0,36.4,1.75,1.31,26.0,27.9,45.0,47.8,0.81,2.55,38.0,40.2,68.0,63.1,1.7,3.75,45.0,50.7,73.0,74.0,2.82,4.57,64.0,59.9,89.0,82.6,2.87,4.32,59.0,64.0,85.0,86.5,5.96,4.37,57.0,61.8,86.0,84.5,0.79,4.13,55.0,53.3,82.0,77.2,3.23,3.91,48.0,42.4,74.0,66.0,1.74,3.1,31.0,30.3,52.0,49.3,2.86,2.31,25.0,18.7,40.0,35.3,4.55,1.77,39.5,40.1,62.9,61.1,30.63,37.36,
IA1833,CORNING,41.0,-94.75,8.0,10.2,27.0,30.5,1.25,0.79,11.0,15.5,31.0,36.8,1.13,0.99,23.0,25.2,44.0,47.2,0.5,2.16,39.0,37.6,66.0,61.6,1.64,3.21,45.0,49.0,68.0,72.2,6.5,4.45,64.0,58.4,87.0,81.2,4.4,4.55,60.0,63.2,84.0,86.1,2.32,4.27,59.0,60.9,84.0,84.1,2.36,4.26,52.0,51.4,80.0,76.3,4.03,4.13,46.0,40.1,71.0,65.2,3.74,2.33,29.0,27.2,50.0,48.7,4.51,1.8,22.0,15.9,36.0,35.4,1.44,1.02,38.3,37.9,60.9,60.5,33.82,33.96,
IA1954,CRESCO-1-NE,43.38,-92.1,-1.0,4.0,17.0,22.0,1.16,0.93,10.0,9.9,24.0,28.2,2.19,0.84,18.0,21.1,35.0,39.3,1.04,2.13,35.0,34.6,59.0,56.0,1.69,3.28,43.0,46.2,68.0,68.9,3.93,3.96,61.0,55.9,84.0,77.9,5.09,4.67,56.0,59.9,79.0,81.8,1.74,4.45,56.0,57.8,82.0,79.7,0.84,4.68,53.0,48.4,75.0,71.2,2.5,3.78,46.0,37.4,64.0,59.5,2.28,2.35,27.0,24.4,42.0,41.9,3.18,1.99,14.0,11.1,28.0,27.4,1.61,1.15,34.9,34.3,54.9,54.6,27.25,34.19,
IA2110,DECORAH-2-N,43.32,-91.78,-3.0,6.1,20.0,24.6,1.46,0.82,9.0,11.9,27.0,30.9,2.62,0.93,19.0,22.8,38.0,42.2,1.42,1.87,34.0,36.0,62.0,58.7,2.67,3.47,41.0,47.4,69.0,71.0,4.44,3.9,62.0,56.6,85.0,79.7,5.75,4.63,56.0,61.0,79.0,83.5,1.94,4.38,56.0,59.1,81.0,81.6,0.94,4.15,53.0,50.0,74.0,73.3,2.01,3.43,46.0,39.3,66.0,61.8,0.95,2.2,28.0,26.3,43.0,43.9,3.35,1.83,17.0,13.3,30.0,29.8,1.52,1.05,35.0,35.9,56.2,56.8,29.07,32.66,
IA2171,DENISON,42.03,-95.33,6.0,9.3,24.0,27.7,0.86,0.71,14.0,15.3,30.0,34.0,3.5,0.86,24.0,24.8,42.0,44.5,0.92,1.92,39.0,37.5,63.0,60.2,1.25,2.87,46.0,49.5,69.0,71.6,4.41,4.17,63.0,59.1,86.0,80.5,4.37,4.81,60.0,63.6,82.0,84.4,2.39,3.6,61.0,61.5,84.0,82.2,0.29,3.67,54.0,52.1,78.0,74.6,2.04,3.28,46.0,40.9,66.0,63.2,4.74,2.13,29.0,27.0,46.0,45.6,1.83,1.34,19.0,15.1,33.0,32.4,1.06,0.89,38.5,38.0,58.7,58.5,27.66,30.25,
IA2364,DUBUQUE-LOCK-AND-DAM,42.53,-90.65,5.0,10.7,23.0,27.3,1.46,1.11,15.0,15.9,30.0,33.0,2.86,1.03,25.0,26.5,40.0,43.6,1.6,2.03,39.0,39.7,61.0,59.0,1.34,3.3,48.0,51.4,70.0,71.3,2.55,3.73,66.0,60.9,85.0,80.2,2.11,4.24,63.0,65.4,81.0,84.0,3.21,3.85,62.0,63.6,82.0,82.0,2.94,3.97,59.0,54.9,77.0,73.9,3.93,3.57,51.0,44.1,70.0,62.5,2.61,2.41,33.0,30.9,46.0,45.9,3.54,2.05,24.0,17.9,35.0,32.3,3.72,1.38,40.9,40.2,58.5,58.0,31.87,32.69,
IA2689,EMMETSBURG,43.1,-94.68,3.0,6.2,19.0,24.6,3.15,0.77,12.0,12.5,29.0,30.9,3.3,0.9,23.0,23.1,38.0,41.6,2.18,2.07,36.0,36.2,62.0,59.0,1.01,2.93,45.0,48.2,72.0,72.0,3.16,3.81,63.0,57.9,86.0,81.0,7.38,4.67,59.0,62.2,81.0,84.2,5.15,4.04,57.0,59.7,83.0,81.9,2.56,3.97,51.0,50.2,76.0,74.1,1.11,2.78,45.0,38.8,65.0,62.5,6.02,2.06,27.0,25.2,44.0,43.5,2.62,1.49,15.0,12.6,30.0,29.4,0.37,0.92,36.3,36.1,57.1,57.1,38.01,30.4,
IA2724,ESTHERVILLE-2-N,43.42,-94.83,-2.0,4.1,17.0,23.1,0.55,0.65,7.0,10.3,24.0,29.2,3.41,0.74,19.0,21.0,35.0,39.6,1.34,1.57,34.0,34.4,60.0,56.7,1.19,2.94,42.0,46.7,68.0,70.4,2.21,3.74,61.0,56.8,82.0,79.5,6.49,4.71,57.0,60.9,79.0,83.1,1.54,3.6,55.0,58.4,81.0,80.8,1.04,3.59,48.0,48.5,73.0,72.8,2.34,2.95,42.0,37.0,63.0,61.2,6.6,1.86,25.0,24.0,43.0,42.7,2.04,1.34,11.0,10.8,27.0,28.0,1.35,0.7,33.5,34.5,54.6,55.7,30.1,28.38,
IA2789,FAIRFIELD,41.03,-91.95,7.0,13.1,25.0,30.8,1.47,1.26,17.0,18.9,32.0,37.0,1.4,1.26,25.0,28.2,44.0,48.1,0.57,2.41,39.0,40.6,65.0,63.2,1.65,3.48,46.0,51.4,70.0,74.1,2.94,4.36,65.0,60.7,88.0,83.2,2.13,3.94,61.0,65.1,82.0,87.3,5.59,4.65,60.0,62.8,84.0,85.0,1.9,4.08,57.0,54.2,80.0,77.1,3.64,3.71,48.0,43.3,70.0,65.6,3.11,2.84,31.0,30.9,50.0,49.2,2.14,2.16,25.0,19.3,38.0,35.6,5.18,1.62,40.2,40.8,60.9,61.4,31.72,35.77,
IA2864,FAYETTE,42.83,-91.8,-2.0,5.7,20.0,24.5,1.26,1.03,8.0,11.4,26.0,30.8,3.65,1.07,19.0,22.2,37.0,42.1,1.29,2.16,33.0,34.8,61.0,58.4,1.45,3.46,42.0,46.4,68.0,70.6,3.91,4.3,61.0,55.9,84.0,79.3,6.53,4.67,56.0,60.2,80.0,83.0,4.33,4.42,53.0,58.1,82.0,81.1,0.3,4.31,51.0,48.8,77.0,73.0,2.29,3.42,46.0,37.8,67.0,61.6,1.92,2.5,27.0,25.2,44.0,43.7,2.86,2.04,18.0,12.6,33.0,29.6,1.93,1.29,34.5,35.0,56.5,56.5,31.72,34.66,
IA2977,FOREST-CITY,43.28,-93.63,-2.0,4.7,19.0,23.0,1.55,0.9,7.0,11.3,25.0,29.4,3.66,0.81,20.0,22.2,38.0,40.5,0.0,1.87,33.0,35.6,61.0,57.5,1.95,2.9,43.0,47.8,68.0,70.8,2.57,3.9,61.0,57.3,85.0,79.9,0.0,4.58,56.0,61.6,80.0,83.1,0.0,4.08,55.0,59.2,83.0,81.1,0.0,4.31,52.0,49.8,76.0,72.8,2.64,2.69,45.0,38.6,65.0,61.4,5.0,1.96,28.0,24.7,44.0,42.4,3.17,1.4,13.0,11.7,29.0,28.2,1.12,0.98,34.4,35.4,56.1,55.9,21.66,30.38,
IA2999,FORT-DODGE,42.5,-94.2,3.0,7.4,21.0,26.0,0.98,0.88,13.0,13.5,29.0,32.6,3.08,0.95,24.0,23.9,40.0,43.4,1.4,2.19,38.0,36.7,63.0,59.8,1.03,3.29,45.0,48.5,71.0,72.3,2.51,4.16,63.0,58.2,88.0,81.5,2.86,5.09,59.0,62.6,82.0,84.9,3.31,4.36,57.0,60.2,84.0,82.6,1.12,4.26,53.0,50.6,78.0,74.9,2.44,3.3,47.0,39.5,66.0,63.2,4.76,2.21,30.0,26.2,46.0,45.3,3.27,1.64,18.0,13.8,32.0,31.1,1.33,1.04,37.5,36.8,58.3,58.2,28.09,33.38,
IA3007,FORT-MADISON,40.61,-91.33,10.0,14.5,31.0,32.5,1.55,1.29,17.0,20.0,35.0,37.9,1.02,1.45,28.0,29.7,44.0,48.6,0.24,2.52,41.0,41.8,66.0,63.1,2.05,3.36,45.0,52.5,71.0,73.3,2.89,4.11,62.0,61.9,90.0,82.1,3.29,4.13,63.0,66.6,85.0,86.6,3.4,4.17,62.0,64.3,86.0,84.6,3.59,3.53,54.0,55.6,83.0,77.5,3.7,3.92,47.0,44.2,74.0,66.2,2.83,2.91,31.0,32.2,52.0,50.6,1.93,2.32,27.0,20.7,40.0,37.2,4.73,1.85,40.8,42.1,63.3,61.7,31.22,35.57,
IA3290,GLENWOOD,41.0,-95.77,9.0,11.6,29.0,32.0,1.6,0.7,16.0,17.4,33.0,38.8,3.11,0.89,27.0,27.3,47.0,49.6,0.68,2.0,43.0,39.3,68.0,64.3,0.94,3.16,50.0,50.7,71.0,74.9,7.26,4.72,66.0,60.3,88.0,83.8,3.57,4.77,62.0,64.8,85.0,87.8,2.23,4.12,62.0,62.6,85.0,85.8,2.9,4.05,57.0,52.9,82.0,78.2,0.7,3.46,49.0,41.1,71.0,67.4,4.89,2.08,33.0,28.4,50.0,49.9,4.79,1.48,22.0,17.3,37.0,36.6,0.82,0.95,41.5,39.5,62.3,62.5,33.49,32.37,
